Daily and Multi-day air quality monitoring data
Measured data - All Data are GMT hour ending
Data for year 2015
Multi-day data,London Westminster,,London Marylebone Road,,Swansea Coedgwilym,,Swansea Morriston,,
Start Date,End Date,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,Cu,Status / units,Fe,Status / units,Zn,Status / units,
01/01/2019,02/01/2019,,,,,,,,,,,,,6.88,V ngm-3,189.8,V ngm-3,8.76,V ngm-3,24.27,V ngm-3,807.5,V ngm-3,15.21,V ngm-3,
01/01/2019,09/01/2019,14.83,V ngm-3,484.2,V ngm-3,19.4,V ngm-3,53.19,V ngm-3,1758.9,V ngm-3,35.24,V ngm-3,,,,,,,,,,,,,
02/01/2019,09/01/2019,,,,,,,,,,,,,6.35,V ngm-3,242.8,V ngm-3,15.83,V ngm-3,49.87,V ngm-3,1313,V ngm-3,41.85,V ngm-3,
09/01/2019,16/01/2019,,,,,,,,,,,,,3.58,V ngm-3,97.7,V ngm-3,8.75,V ngm-3,35.86,V ngm-3,779.9,V ngm-3,20.02,V ngm-3,
16/01/2019,23/01/2019,,,,,,,,,,,,,3.61,V ngm-3,139.1,V ngm-3,10.79,V ngm-3,40.68,V ngm-3,907.3,V ngm-3,27.27,V ngm-3,
23/01/2019,30/01/2019,,,,,,,,,,,,,3.19,V ngm-3,90.3,V ngm-3,8.36,V ngm-3,30.11,V ngm-3,873.6,V ngm-3,27.14,V ngm-3,
09/01/2019,06/02/2019,,,,,,,51.37,V ngm-3,1804.5,V ngm-3,41.41,V ngm-3,,,,,,,,,,,,,
30/01/2019,06/02/2019,,,,,,,,,,,,,2.18,V ngm-3,89.3,V ngm-3,7.6,V ngm-3,24.85,V ngm-3,811.5,V ngm-3,34.29,V ngm-3,
09/01/2019,07/02/2019,16.16,V ngm-3,509.3,V ngm-3,26.28,V ngm-3,,,,,,,,,,,,,,,,,,,
06/02/2019,13/02/2019,,,,,,,,,,,,,2.7,V ngm-3,97.7,V ngm-3,5.1,V ngm-3,22.34,V ngm-3,614.5,V ngm-3,18.36,V ngm-3,
13/02/2019,20/02/2019,,,,,,,,,,,,,5.21,V ngm-3,328.2,V ngm-3,20.07,V ngm-3,42.54,V ngm-3,1173.8,V ngm-3,54.23,V ngm-3,
20/02/2019,27/02/2019,,,,,,,,,,,,,12.27,V ngm-3,622.9,V ngm-3,49.71,V ngm-3,67.33,V ngm-3,2574,V ngm-3,85.6,V ngm-3,
06/02/2019,06/03/2019,,,,,,,72.68,V ngm-3,2251.5,V ngm-3,57.63,V ngm-3,,,,,,,,,,,,,
27/02/2019,06/03/2019,,,,,,,,,,,,,3.27,V ngm-3,295.9,V ngm-3,15.84,V ngm-3,21.53,V ngm-3,761.6,V ngm-3,24.06,V ngm-3,
07/02/2019,07/03/2019,21.6,V ngm-3,805.8,V ngm-3,41.7,V ngm-3,,,,,,,,,,,,,,,,,,,
06/03/2019,13/03/2019,,,,,,,,,,,,,1.15,V ngm-3,38.2,V ngm-3,1.73,V ngm-3,14.67,V ngm-3,455.6,V ngm-3,9.48,V ngm-3,
13/03/2019,20/03/2019,,,,,,,,,,,,,1.28,V ngm-3,41.3,V ngm-3,2.44,V ngm-3,13.7,V ngm-3,463.8,V ngm-3,7.49,V ngm-3,
20/03/2019,28/03/2019,,,,,,,,,,,,,2.94,V ngm-3,133.9,V ngm-3,7.65,V ngm-3,27.18,V ngm-3,688.2,V ngm-3,20.67,V ngm-3,
06/03/2019,03/04/2019,,,,,,,50.7,V ngm-3,1691.8,V ngm-3,35.06,V ngm-3,,,,,,,,,,,,,
28/03/2019,03/04/2019,,,,,,,,,,,,,5.41,V ngm-3,366.9,V ngm-3,24.77,V ngm-3,34.81,V ngm-3,765.9,V ngm-3,30.26,V ngm-3,
07/03/2019,04/04/2019,12.95,V ngm-3,443.5,V ngm-3,21.36,V ngm-3,,,,,,,,,,,,,,,,,,,
03/04/2019,10/04/2019,,,,,,,,,,,,,2.72,V ngm-3,103.6,V ngm-3,12.7,V ngm-3,25.08,V ngm-3,451.6,V ngm-3,24.36,V ngm-3,
10/04/2019,17/04/2019,,,,,,,,,,,,,4.43,V ngm-3,236.6,V ngm-3,32,V ngm-3,20.83,V ngm-3,687.3,V ngm-3,37.34,V ngm-3,
17/04/2019,24/04/2019,,,,,,,,,,,,,5.57,V ngm-3,357.7,V ngm-3,36.72,V ngm-3,29.13,V ngm-3,1056.5,V ngm-3,54.72,V ngm-3,
03/04/2019,01/05/2019,,,,,,,51.69,V ngm-3,1575.2,V ngm-3,47.92,V ngm-3,,,,,,,,,,,,,
24/04/2019,01/05/2019,,,,,,,,,,,,,,,,,,,12.71,V ngm-3,401.3,V ngm-3,23.55,V ngm-3,
04/04/2019,03/05/2019,16.09,V ngm-3,572.5,V ngm-3,30.28,V ngm-3,,,,,,,,,,,,,,,,,,,
01/05/2019,09/05/2019,,,,,,,,,,,,,2.01,V ngm-3,100.8,V ngm-3,7.71,V ngm-3,17.98,V ngm-3,542.2,V ngm-3,17.07,V ngm-3,
09/05/2019,15/05/2019,,,,,,,,,,,,,3.12,V ngm-3,173.4,V ngm-3,10.06,V ngm-3,16.49,V ngm-3,545.1,V ngm-3,17.84,V ngm-3,
15/05/2019,22/05/2019,,,,,,,,,,,,,2.97,V ngm-3,171,V ngm-3,10.92,V ngm-3,25.09,V ngm-3,681.5,V ngm-3,24.8,V ngm-3,
01/05/2019,29/05/2019,,,,,,,42.09,V ngm-3,1468.5,V ngm-3,28.19,V ngm-3,,,,,,,,,,,,,
22/05/2019,29/05/2019,,,,,,,,,,,,,2.05,V ngm-3,99.6,V ngm-3,9.35,V ngm-3,20.78,V ngm-3,535.5,V ngm-3,18.54,V ngm-3,
03/05/2019,30/05/2019,12.19,V ngm-3,458,V ngm-3,15.26,V ngm-3,,,,,,,,,,,,,,,,,,,
29/05/2019,05/06/2019,,,,,,,,,,,,,1.84,V ngm-3,175.8,V ngm-3,22.21,V ngm-3,10.36,V ngm-3,618.3,V ngm-3,171.78,V ngm-3,
05/06/2019,12/06/2019,,,,,,,,,,,,,0.81,V ngm-3,28.3,V ngm-3,2.38,V ngm-3,18.28,V ngm-3,475.6,V ngm-3,14.29,V ngm-3,
12/06/2019,19/06/2019,,,,,,,,,,,,,2.13,V ngm-3,118.9,V ngm-3,8.73,V ngm-3,12.22,V ngm-3,384.7,V ngm-3,9.54,V ngm-3,
19/06/2019,25/06/2019,,,,,,,,,,,,,3.5,V ngm-3,131.5,V ngm-3,10.5,V ngm-3,22.44,V ngm-3,598.9,V ngm-3,22.3,V ngm-3,
29/05/2019,26/06/2019,,,,,,,77.95,V ngm-3,2265.6,V ngm-3,44.55,V ngm-3,,,,,,,,,,,,,
30/05/2019,27/06/2019,10.13,V ngm-3,326.9,V ngm-3,14.02,V ngm-3,,,,,,,,,,,,,,,,,,,
25/06/2019,03/07/2019,,,,,,,,,,,,,2.43,V ngm-3,139.4,V ngm-3,7.13,V ngm-3,22.17,V ngm-3,540.1,V ngm-3,25.4,V ngm-3,
03/07/2019,10/07/2019,,,,,,,,,,,,,3.77,V ngm-3,200.9,V ngm-3,10.07,V ngm-3,31.14,V ngm-3,660.8,V ngm-3,21.11,V ngm-3,
10/07/2019,17/07/2019,,,,,,,,,,,,,2.93,V ngm-3,200.7,V ngm-3,13.75,V ngm-3,33.46,V ngm-3,642,V ngm-3,20.06,V ngm-3,
26/06/2019,24/07/2019,,,,,,,66.72,V ngm-3,2102,V ngm-3,38.05,V ngm-3,,,,,,,,,,,,,
17/07/2019,24/07/2019,,,,,,,,,,,,,2.81,V ngm-3,84,V ngm-3,9.61,V ngm-3,13.7,V ngm-3,533.8,V ngm-3,13.65,V ngm-3,
27/06/2019,25/07/2019,13.29,V ngm-3,501.4,V ngm-3,15.54,V ngm-3,,,,,,,,,,,,,,,,,,,
24/07/2019,31/07/2019,,,,,,,,,,,,,1.89,V ngm-3,227.3,V ngm-3,9.05,V ngm-3,15.33,V ngm-3,586.7,V ngm-3,14.26,V ngm-3,
31/07/2019,07/08/2019,,,,,,,,,,,,,2.87,V ngm-3,118.4,V ngm-3,10.31,V ngm-3,19.58,V ngm-3,568.9,V ngm-3,15.47,V ngm-3,
07/08/2019,14/08/2019,,,,,,,,,,,,,,,,,,,17.01,V ngm-3,427.4,V ngm-3,12.98,V ngm-3,
24/07/2019,21/08/2019,,,,,,,70.95,V ngm-3,2282.4,V ngm-3,38.25,V ngm-3,,,,,,,,,,,,,
14/08/2019,21/08/2019,,,,,,,,,,,,,1.8,V ngm-3,56,V ngm-3,5.76,V ngm-3,13.81,V ngm-3,435.4,V ngm-3,8.31,V ngm-3,
25/07/2019,22/08/2019,9.6,V ngm-3,340.9,V ngm-3,10.21,V ngm-3,,,,,,,,,,,,,,,,,,,
21/08/2019,28/08/2019,,,,,,,,,,,,,15.97,V ngm-3,263.9,V ngm-3,18.89,V ngm-3,46.76,V ngm-3,687.6,V ngm-3,24.31,V ngm-3,
28/08/2019,04/09/2019,,,,,,,,,,,,,2.48,V ngm-3,46.2,V ngm-3,7.62,V ngm-3,18.84,V ngm-3,566.8,V ngm-3,9.96,V ngm-3,
04/09/2019,11/09/2019,,,,,,,,,,,,,2.15,V ngm-3,77.1,V ngm-3,5.98,V ngm-3,20.36,V ngm-3,596.3,V ngm-3,13.07,V ngm-3,
22/08/2019,18/09/2019,14.9,V ngm-3,509.6,V ngm-3,17.1,V ngm-3,,,,,,,,,,,,,,,,,,,
21/08/2019,18/09/2019,,,,,,,76.09,V ngm-3,2394.8,V ngm-3,43.64,V ngm-3,,,,,,,,,,,,,
11/09/2019,18/09/2019,,,,,,,,,,,,,4.1,V ngm-3,110.8,V ngm-3,9.86,V ngm-3,35.5,V ngm-3,849.3,V ngm-3,18.43,V ngm-3,
18/09/2019,25/09/2019,,,,,,,,,,,,,4.68,V ngm-3,261.3,V ngm-3,15.88,V ngm-3,23.46,V ngm-3,772.9,V ngm-3,28.02,V ngm-3,
25/09/2019,02/10/2019,,,,,,,,,,,,,2.72,V ngm-3,52.5,V ngm-3,2.5,V ngm-3,21.34,V ngm-3,502.6,V ngm-3,11.28,V ngm-3,
02/10/2019,09/10/2019,,,,,,,,,,,,,2.37,V ngm-3,94.4,V ngm-3,6.56,V ngm-3,16.25,V ngm-3,723.4,V ngm-3,19.14,V ngm-3,
18/09/2019,16/10/2019,,,,,,,80.29,V ngm-3,2464.9,V ngm-3,44.31,V ngm-3,,,,,,,,,,,,,
09/10/2019,16/10/2019,,,,,,,,,,,,,2.42,V ngm-3,88.9,V ngm-3,4.68,V ngm-3,24.68,V ngm-3,617,V ngm-3,14.88,V ngm-3,
18/09/2019,17/10/2019,12.83,V ngm-3,409.8,V ngm-3,17.62,V ngm-3,,,,,,,,,,,,,,,,,,,
17/10/2019,24/10/2019,,,,,,,,,,,,,4.49,V ngm-3,171.8,V ngm-3,9.64,V ngm-3,,,,,,,
16/10/2019,24/10/2019,,,,,,,,,,,,,,,,,,,50.58,V ngm-3,1053.4,V ngm-3,34.84,V ngm-3,
24/10/2019,30/10/2019,,,,,,,,,,,,,2.6,V ngm-3,76.9,V ngm-3,5.41,V ngm-3,21.15,V ngm-3,566.9,V ngm-3,19.65,V ngm-3,
30/10/2019,06/11/2019,,,,,,,,,,,,,7.47,V ngm-3,84,V ngm-3,18.32,V ngm-3,27.66,V ngm-3,657.7,V ngm-3,25.18,V ngm-3,
16/10/2019,13/11/2019,,,,,,,60.9,V ngm-3,1798.1,V ngm-3,39.62,V ngm-3,,,,,,,,,,,,,
17/10/2019,14/11/2019,29.49,V ngm-3,616.4,V ngm-3,29.17,V ngm-3,,,,,,,,,,,,,,,,,,,
06/11/2019,14/11/2019,,,,,,,,,,,,,2.61,V ngm-3,77.3,V ngm-3,5.69,V ngm-3,25.49,V ngm-3,759.5,V ngm-3,16.35,V ngm-3,
14/11/2019,20/11/2019,,,,,,,,,,,,,2.91,V ngm-3,97.7,V ngm-3,8.67,V ngm-3,33.58,V ngm-3,1118.8,V ngm-3,28.83,V ngm-3,
20/11/2019,27/11/2019,,,,,,,,,,,,,2.14,V ngm-3,121.5,V ngm-3,9.51,V ngm-3,14.28,V ngm-3,644.2,V ngm-3,25.12,V ngm-3,
27/11/2019,04/12/2019,,,,,,,,,,,,,6.91,V ngm-3,243.4,V ngm-3,15.55,V ngm-3,58.19,V ngm-3,1609.1,V ngm-3,56.91,V ngm-3,
13/11/2019,11/12/2019,,,,,,,59.3,V ngm-3,2115.6,V ngm-3,82.49,V ngm-3,,,,,,,,,,,,,
04/12/2019,11/12/2019,,,,,,,,,,,,,3.97,V ngm-3,135.8,V ngm-3,10.71,V ngm-3,22.83,V ngm-3,737.8,V ngm-3,17.73,V ngm-3,
14/11/2019,12/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2019,18/12/2019,,,,,,,,,,,,,3.46,V ngm-3,115.9,V ngm-3,8.36,V ngm-3,32.42,V ngm-3,995.6,V ngm-3,24.56,V ngm-3,
18/12/2019,24/12/2019,,,,,,,,,,,,,2.43,V ngm-3,296.4,V ngm-3,11.58,V ngm-3,17.33,V ngm-3,713.3,V ngm-3,22.63,V ngm-3,
12/12/2019,31/12/2019,10.16,V ngm-3,308.9,V ngm-3,10.49,V ngm-3,,,,,,,,,,,,,,,,,,,
11/12/2019,31/12/2019,,,,,,,42.79,V ngm-3,1570.5,V ngm-3,22.73,V ngm-3,,,,,,,,,,,,,
31/12/2019,31/12/2019,,,,,,,,,,,,,3.18,V ngm-3,,,,,,,,,,,
24/12/2019,31/12/2019,,,,,,,,,,,,,2.65,V ngm-3,,,,,,,,,,,
31/12/2019,31/12/2019,,,,,,,,,,,,,,,87,V ngm-3,,,,,,,,,
24/12/2019,31/12/2019,,,,,,,,,,,,,,,161.7,V ngm-3,,,,,,,,,
31/12/2019,31/12/2019,,,,,,,,,,,,,,,,,6.62,V ngm-3,,,,,,,
24/12/2019,31/12/2019,,,,,,,,,,,,,,,,,10.12,V ngm-3,14.27,V ngm-3,,,,,
31/12/2019,31/12/2019,,,,,,,,,,,,,,,,,,,15.49,V ngm-3,504.6,V ngm-3,,,
24/12/2019,31/12/2019,,,,,,,,,,,,,,,,,,,,,1037.7,V ngm-3,,,
31/12/2019,31/12/2019,,,,,,,,,,,,,,,,,,,,,,,14.91,V ngm-3,
24/12/2019,31/12/2019,,,,,,,,,,,,,,,,,,,,,,,20.11,V ngm-3,

End of file
